"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","D1","Compensation of employees","C","Current prices","2008","2008","USD","US Dollar","6","Millions",,,8068679.275,,
"USA","United States","D1","Compensation of employees","C","Current prices","2009","2009","USD","US Dollar","6","Millions",,,7767191.194,,
"USA","United States","D1","Compensation of employees","C","Current prices","2010","2010","USD","US Dollar","6","Millions",,,7932969.343,,
"USA","United States","D1","Compensation of employees","C","Current prices","2011","2011","USD","US Dollar","6","Millions",,,8234012.877,,
"USA","United States","D1","Compensation of employees","C","Current prices","2012","2012","USD","US Dollar","6","Millions",,,8575371.192,,
"USA","United States","D1","Compensation of employees","C","Current prices","2013","2013","USD","US Dollar","6","Millions",,,8843637.719,,
"USA","United States","D1","Compensation of employees","C","Current prices","2014","2014","USD","US Dollar","6","Millions",,,9259654.505,,
"USA","United States","D1","Compensation of employees","C","Current prices","2015","2015","USD","US Dollar","6","Millions",,,9709234.087,,
"USA","United States","D1","Compensation of employees","C","Current prices","2016","2016","USD","US Dollar","6","Millions",,,9972728.068,,
"USA","United States","D1","Compensation of employees","C","Current prices","2017","2017","USD","US Dollar","6","Millions",,,10424470.671,,
"USA","United States","D1","Compensation of employees","C","Current prices","2018","2018","USD","US Dollar","6","Millions",,,10941365.92,,
