"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,29694.32,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,30041.77,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,30752.52,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,31285.04,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,31745.32,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,32060.17,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,32442.97,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,32794.59,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,32636.38,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1970","1970","PER","Persons","3","Thousands",,,78678,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1971","1971","PER","Persons","3","Thousands",,,79367,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1972","1972","PER","Persons","3","Thousands",,,82153,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1973","1973","PER","Persons","3","Thousands",,,85064,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1974","1974","PER","Persons","3","Thousands",,,86794,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1975","1975","PER","Persons","3","Thousands",,,85846,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1976","1976","PER","Persons","3","Thousands",,,88752,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1977","1977","PER","Persons","3","Thousands",,,92017,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1978","1978","PER","Persons","3","Thousands",,,96048,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1979","1979","PER","Persons","3","Thousands",,,98824,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1980","1980","PER","Persons","3","Thousands",,,99303,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1981","1981","PER","Persons","3","Thousands",,,100397,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1982","1982","PER","Persons","3","Thousands",,,99526,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1983","1983","PER","Persons","3","Thousands",,,100834,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1984","1984","PER","Persons","3","Thousands",,,105005,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1985","1985","PER","Persons","3","Thousands",,,107150,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1986","1986","PER","Persons","3","Thousands",,,109597,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1987","1987","PER","Persons","3","Thousands",,,112440,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1988","1988","PER","Persons","3","Thousands",,,114968,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1989","1989","PER","Persons","3","Thousands",,,117342,"B","Break"
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1990","1990","PER","Persons","3","Thousands",,,118793,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1991","1991","PER","Persons","3","Thousands",,,117718,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1992","1992","PER","Persons","3","Thousands",,,118492,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1993","1993","PER","Persons","3","Thousands",,,120259,"B","Break"
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1994","1994","PER","Persons","3","Thousands",,,123060,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1995","1995","PER","Persons","3","Thousands",,,124900,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1996","1996","PER","Persons","3","Thousands",,,126708,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1997","1997","PER","Persons","3","Thousands",,,129558,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1998","1998","PER","Persons","3","Thousands",,,131463,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1999","1999","PER","Persons","3","Thousands",,,133488,"B","Break"
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,136891,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,136933,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,136485,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,137736,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,139252,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,141730,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,144427,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,146047,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,145362,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,139877,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,139064,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,139869,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,142469,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,143929,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,146305,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,148833,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,151436,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,153337,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,155761,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,157538,,
"USA","United States","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,147795,,
