"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","200","yen","1993","Western calendar year","32158300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","100","yen                                     ","1993","Western calendar year","32098000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1988","200","yen","1993","Western calendar year","26760600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1988","100","yen                                     ","1993","Western calendar year","26578000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","200","yen","1993","Western calendar year","29632500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","100","yen                                     ","1993","Western calendar year","29639700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1987","200","yen","1993","Western calendar year","24488300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1987","100","yen                                     ","1993","Western calendar year","24421500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","200","yen","1993","Western calendar year","28075700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","100","yen                                     ","1993","Western calendar year","28058200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1986","200","yen","1993","Western calendar year","21223000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1986","100","yen                                     ","1993","Western calendar year","21176600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","200","yen","1993","Western calendar year","27113700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","100","yen                                     ","1993","Western calendar year","27072800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1985","200","yen","1993","Western calendar year","20742400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1985","100","yen                                     ","1993","Western calendar year","20641300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","200","yen","1993","Western calendar year","25226300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","100","yen                                     ","1993","Western calendar year","25213500000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1984","200","yen","1993","Western calendar year","18723100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1984","100","yen                                     ","1993","Western calendar year","18644700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","200","yen","1993","Western calendar year","23457700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","100","yen                                     ","1993","Western calendar year","23437700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1983","200","yen","1993","Western calendar year","16350600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1983","100","yen                                     ","1993","Western calendar year","16263800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","200","yen","1993","Western calendar year","22231300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","100","yen                                     ","1993","Western calendar year","22209000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1982","200","yen","1993","Western calendar year","16115300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1982","100","yen                                     ","1993","Western calendar year","16015700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","200","yen","1993","Western calendar year","21249400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","100","yen                                     ","1993","Western calendar year","21220300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1981","200","yen","1993","Western calendar year","15500300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1981","100","yen                                     ","1993","Western calendar year","15210900000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","200","yen","1993","Western calendar year","19850600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","100","yen                                     ","1993","Western calendar year","19833100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1980","200","yen","1993","Western calendar year","14316700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1980","100","yen                                     ","1993","Western calendar year","14099200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","200","yen","1993","Western calendar year","17178900000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","100","yen                                     ","1993","Western calendar year","17187100000000",""
